,breed,tweet_id,timestamp,source,text,name,doggo,floofer,pupper,puppo,favorite_count,retweet_count,rating
296,Chihuahua,816697700272001025,1483568879,iPhone,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well.  would snug well ,Binky,0,0,0,0,10770,2495,1.2
297,Labrador_retriever,816336735214911488,1483482819,iPhone,This is Dudley. He found a flower and now he's a queen.  would be an honor to pet ,Dudley,0,0,0,0,9441,2227,1.1
298,Pomeranian,816091915477250048,1483424449,iPhone,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him.  would pet well ,Comet,0,0,0,0,9797,2451,1.2
299,English_setter,816014286006976512,1483405941,iPhone,RT @dog_rates: This is Larry. He has no self control. Tongue still nifty af tho  ,Larry,0,0,0,0,0,6048,1.1
300,Chihuahua,815990720817401858,1483400322,iPhone,"Meet Jack. He's one of the rare doggos that doesn't mind baths.  click the link to see how you can help Jack!

 ",Jack,0,0,0,0,5481,1185,1.1
301,Tibetan_mastiff,815966073409433600,1483394446,iPhone,Here's a pupper with squeaky hiccups. Please enjoy.  ,0,0,0,1,0,24728,9690,1.3
302,Border_collie,815736392542261248,1483339686,iPhone,This is Akumi. It's his birthday. He received many lickable gifts.  happy h*ckin birthday ,Akumi,0,0,0,0,10796,2576,1.1
303,German_shepherd,815639385530101762,1483316558,iPhone,This is Titan. His nose is quite chilly. Requests to return to the indoors.  would boop to warm ,Titan,0,0,0,0,9049,1873,1.2
304,dalmatian,814986499976527872,1483160897,iPhone,This is Cooper. Someone attacked him with a sharpie. Poor pupper.  nifty tongue slip tho ,Cooper,0,0,1,0,8382,1478,1.1
305,golden_retriever,814638523311648768,1483077933,iPhone,This is Olivia. She's a passionate advocate of candid selfies.  would boop shnoop ,Olivia,0,0,0,0,12382,3077,1.2
306,miniature_poodle,814530161257443328,1483052098,iPhone,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it.  would pet well ,Alf,0,0,0,0,9524,2109,1.2
307,golden_retriever,814153002265309185,1482962176,iPhone,This is Oshie. He's ready to party. Bought that case himself.  someone tell Oshie it's Wednesday morning ,Oshie,0,0,0,0,31595,9900,1.2
308,Labrador_retriever,813944609378369540,1482912491,iPhone,RT @dog_rates: This is Bruce. He never backs down from a challenge.  you got this Bruce ,Bruce,0,0,0,0,0,3674,1.1
309,Siberian_husky,813910438903693312,1482904345,iPhone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo.  would assist ,Chubbs,1,0,0,0,10213,2145,1.1
310,French_bulldog,813812741911748608,1482881052,iPhone,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher.  RIP ",Gary,0,0,0,0,39873,15957,1.4
311,malamute,813800681631023104,1482878176,iPhone,This is Sky. She's learning how to roll her R's.  cultured af ,Sky,0,0,0,0,9181,2013,1.2
312,Samoyed,813217897535406080,1482739230,iPhone,Here is Atlas. He went all out this year.  downright magical af ,Atlas,0,0,0,0,20529,8296,1.3
313,cocker_spaniel,813202720496779264,1482735611,iPhone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch.  ,0,1,0,0,0,10076,2052,1.1
314,golden_retriever,813187593374461952,1482732005,iPhone,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you...  ,0,0,0,0,0,21805,4965,1.3
315,beagle,813142292504645637,1482721204,iPhone,Everybody stop what you're doing and look at this dog with her tiny Santa hat.  ,0,0,0,0,0,9246,2674,1.3
316,Norwegian_elkhound,813127251579564032,1482717618,iPhone,Here's an anonymous doggo that appears to be very done with Christmas.  cheer up pup ,0,1,0,0,0,13066,3579,1.1
317,Great_Dane,813096984823349248,1482710402,iPhone,This is Rocky. He got triple-doggo-dared. Stuck af.  someone help him ,Rocky,1,0,0,0,11548,4123,1.1
318,Doberman,813081950185472002,1482706817,iPhone,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf.  would pat head approvingly ,Baron,0,0,0,0,10846,3153,1.1
319,toy_terrier,813066809284972545,1482703208,iPhone,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time.  hurry up pup ,Tyr,0,0,0,0,8746,2220,1.2
320,golden_retriever,813051746834595840,1482699616,iPhone,This is Bauer. He had nothing to do with the cookies that disappeared.  very good boy ,Bauer,0,0,0,0,23013,8328,1.3
321,bull_mastiff,812781120811126785,1482635094,iPhone,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today.  ,Swagger,0,0,0,0,8310,2169,1.0
322,Irish_setter,812709060537683968,1482617914,iPhone,This is Brandi and Harley. They are practicing their caroling for later. Both  festive af ,Brandi,0,0,0,0,7289,1639,1.2
323,golden_retriever,812372279581671427,1482537619,iPhone,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas.  inspirational af ,Moe,0,0,0,0,15054,4185,1.3
324,Staffordshire_bullterrier,811985624773361665,1482445433,iPhone,Say hello to Ted. He accidentally opened the front facing camera.  h*ckin unpupared ,Ted,0,0,0,0,7999,1600,1.1
325,Pekinese,811744202451197953,1482387873,iPhone,This is Halo. She likes watermelon.  ,Halo,0,0,0,0,8305,1837,1.3
326,beagle,811627233043480576,1482359986,iPhone,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still  would forgive then pet ,Augie,0,0,0,0,14092,3577,1.0
327,Pembroke,811386762094317568,1482302653,iPhone,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper.  someone help him ,Craig,0,0,1,0,22986,7292,1.1
328,golden_retriever,810984652412424192,1482206783,iPhone,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. 
Keep Sam smiling by clicking and sharing this link:
 ",Sam,0,0,0,0,5867,1624,0.0
329,flat-coated_retriever,810896069567610880,1482185663,iPhone,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat.  you're fine Hunter, everything's fine ",Hunter,0,0,0,0,9969,2042,1.1
330,malamute,810657578271330305,1482128802,iPhone,This is Pavlov. His floatation device has failed him. He's quite pupset about it.  would rescue ,Pavlov,0,0,0,0,12053,3006,1.1
331,malamute,810284430598270976,1482039837,iPhone,This is Phil. He's a father. A very good father too.  everybody loves Phil ,Phil,0,0,0,0,39086,13072,1.3
332,Staffordshire_bullterrier,810254108431155201,1482032607,iPhone,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus.  would boop then pet ",Gus,0,0,0,0,16172,3828,1.2
333,Norwich_terrier,809920764300447744,1481953132,iPhone,"Please only send in dogs. We only rate dogs, not seemingly heartbroken ewoks. Thank you... still  would console ",0,0,0,0,0,17037,4441,1.0
334,Labrador_retriever,809808892968534016,1481926460,iPhone,RT @dog_rates: This is Maximus. His face is stuck like that. Tragic really. Great tongue tho.  would pet firmly ,Maximus,0,0,0,0,0,5592,1.2
335,Greater_Swiss_Mountain_dog,809448704142938112,1481840584,iPhone,"I call this one ""A Blep by the Sea""  ",0,0,0,0,0,7626,1670,1.2
336,Pomeranian,809220051211603969,1481786069,iPhone,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still  would pet passionately ,Kyro,0,0,0,0,21947,6417,1.2
337,vizsla,809084759137812480,1481753813,iPhone,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry.  not pupset, just disappointed ",Wallace,0,0,0,0,14515,3986,1.1
338,Rottweiler,808838249661788160,1481695040,iPhone,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors.  incredibly h*ckin responsible ,Ito,0,0,0,0,11124,3461,1.3
339,Airedale,808501579447930884,1481614772,iPhone,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed.  ,Koda,0,0,0,0,12424,2951,1.2
340,cocker_spaniel,808134635716833280,1481527286,iPhone,RT @dog_rates: This is Milo. I would do terrible things for Milo.  ,Milo,0,0,0,0,0,6820,1.3
341,golden_retriever,808106460588765185,1481520568,iPhone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both  would pet at same time ,0,1,0,1,0,9593,2477,1.2
342,Labrador_retriever,808001312164028416,1481495499,iPhone,This is Cooper. He likes to stick his tongue out at you and then laugh about it.  quite the jokester ,Cooper,0,0,0,0,13831,4020,1.2
343,golden_retriever,807621403335917568,1481404922,iPhone,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write.  we will miss you Ollie ,Ollie,0,0,1,0,16049,4196,1.4
344,Chihuahua,807106840509214720,1481282240,iPhone,This is Stephan. He just wants to help.  such a good boy ,Stephan,0,0,0,0,123849,61859,1.3
345,golden_retriever,807010152071229440,1481259188,iPhone,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable.  would definitely boop that shnoop ,Lennon,0,0,0,0,14350,4342,1.2
346,vizsla,806542213899489280,1481147623,iPhone,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty.  tragic af ,Waffles,0,0,0,0,11238,2712,1.1
347,Cardigan,806242860592926720,1481076251,iPhone,RT @dog_rates: This is Dave. He's currently in a predicament. Doesn't seem to mind tho.  someone assist Dave ,Dave,0,0,0,0,0,13338,1.2
348,chow,806219024703037440,1481070568,iPhone,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating...  ,incredibly,0,0,0,0,7056,1368,1.1
349,Irish_setter,805958939288408065,1481008559,iPhone,"RT @dog_rates: This is Penny. She fought a bee and the bee won.  you're fine Penny, everything's fine ",Penny,0,0,0,0,0,6119,1.0
350,Norwegian_elkhound,805932879469572096,1481002346,iPhone,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented.  ,Major,0,0,0,0,9092,2167,1.2
351,Siberian_husky,805826884734976000,1480977075,iPhone,This is Duke. He is not a fan of the pupporazzi.  ,Duke,0,0,0,0,7246,2087,1.2
352,malinois,805520635690676224,1480904060,iPhone,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers.  RIP Zeke ,Zeke,0,0,0,0,6303,1884,1.3
353,Pembroke,805207613751304193,1480829429,iPhone,This is Shooter. He's doing quite the snowy zoom.  ,Shooter,0,0,0,0,8567,1928,1.2
354,Tibetan_mastiff,804738756058218496,1480717645,iPhone,This is Django. He accidentally opened the front facing camera. Did him quite the frighten.  ,Django,0,0,0,0,15147,4388,1.2
355,chow,804413760345620481,1480640160,iPhone,RT @dog_rates: This is Rusty. He's going D1 for sure. Insane vertical.  would draft ,Rusty,0,0,0,0,0,3662,1.3
356,miniature_pinscher,803773340896923648,1480487472,iPhone,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo.  would pet until dry ,Diogi,0,0,0,1,11075,3157,1.2
357,Lakeland_terrier,803692223237865472,1480468132,iPhone,RT @dog_rates: I present to you... Dog Jesus.  (he could be sitting on a rock but I doubt it) ,0,0,0,0,0,0,8513,1.3
358,Labrador_retriever,803638050916102144,1480455216,iPhone,Pupper hath acquire enemy.  ,0,0,0,1,0,12106,4733,1.3
359,Pembroke,803276597545603072,1480369039,iPhone,This is Winston. His selfie game is legendary. Will steal your girl with a single snap.  handsome as h*ck ,Winston,0,0,0,0,11068,2818,1.1
360,chow,802952499103731712,1480291768,iPhone,This is Marley. She's having a ruff day. Pretty pupset.  would assist ,Marley,0,0,0,0,9964,2285,1.2
361,cocker_spaniel,802624713319034886,1480213618,iPhone,"RT @dog_rates: ""Yep... just as I suspected. You're not flossing.""  and  for the pup not flossing ",0,0,0,0,0,0,3339,1.2
362,golden_retriever,802572683846291456,1480201213,iPhone,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming.  would pet with caution ,Winnie,0,0,0,0,9849,2866,1.2
363,Labrador_retriever,802265048156610565,1480127867,iPhone,"Like doggo, like pupper version 2. Both  ",0,1,0,1,0,6950,1546,1.1
364,Eskimo_dog,802239329049477120,1480121735,iPhone,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today.  what a puppo ,Loki,0,0,0,1,9993,2984,1.2
365,Staffordshire_bullterrier,801958328846974976,1480054739,iPhone,This is Ronnie. He hopes you're having a great day. Nifty tongue slip.  would pat head approvingly ,Ronnie,0,0,0,0,8500,1951,1.2
366,Pembroke,801538201127157760,1479954573,iPhone,This is Wallace. He'll be your chau-fur this evening.  eyes on the road Wallace ,Wallace,0,0,0,0,9034,2347,1.2
367,cocker_spaniel,801167903437357056,1479866287,iPhone,This is Milo. I would do terrible things for Milo.  ,Milo,0,0,0,0,27042,6820,1.3
368,dalmatian,801115127852503040,1479853705,iPhone,This is Bones. He's being haunted by another doggo of roughly the same size.  deep breaths pupper everything's fine ,Bones,1,0,1,0,8894,2380,1.2
369,cocker_spaniel,800751577355128832,1479767027,iPhone,Say hello to Mauve and Murphy. They're rather h*ckin filthy. Preferred nap over bath. Both  ,Mauve,0,0,0,0,11573,3161,1.2
370,Pembroke,800513324630806528,1479710224,iPhone,This is Chef. Chef loves everyone and wants everyone to love each other.  ,Chef,0,0,0,0,14499,3429,1.1
371,golden_retriever,800388270626521089,1479680408,iPhone,This is Doc. He takes time out of every day to worship our plant overlords.  quite the floofer ,Doc,0,1,0,0,12300,3192,1.2
372,golden_retriever,800141422401830912,1479621555,iPhone,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated.  ,Peaches,0,0,0,0,16878,2925,1.3
373,chow,799774291445383169,1479534024,iPhone,RT @dog_rates: This is Tucker. He would like a hug.  someone hug him ,Tucker,0,0,0,0,0,5374,1.3
374,Border_collie,799757965289017345,1479530132,iPhone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance.  would smile back ,Sobe,1,0,0,0,9282,2463,1.3
375,miniature_pinscher,799422933579902976,1479450254,iPhone,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets.  would hug softly ,Longfellow,0,0,0,0,8856,2178,1.2
376,malamute,799297110730567681,1479420256,iPhone,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still  would pet ,Jeffrey,0,0,0,0,10931,3173,1.1
377,Norfolk_terrier,799063482566066176,1479364554,iPhone,This is Mister. He only wears the most fashionable af headwear.  h*ckin stylish ,Mister,0,0,0,0,8936,2810,1.1
378,Siberian_husky,798933969379225600,1479333676,iPhone,This is Iroh. He's in a predicament.  someone help him ,Iroh,0,0,0,0,14531,5106,1.2
379,West_Highland_white_terrier,798925684722855936,1479331701,iPhone,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too.  I stand with Shadow ,Shadow,0,0,0,0,8187,1639,1.1
380,Labrador_retriever,798697898615730177,1479277392,iPhone,RT @dog_rates: This is Stubert. He just arrived.  ,Stubert,0,0,0,0,0,7454,1.0
381,Chihuahua,798694562394996736,1479276597,iPhone,"RT @dog_rates: I'm not sure what's happening here, but it's pretty spectacular.  for both ",0,0,0,0,0,0,5698,1.2
382,chow,798665375516884993,1479269638,iPhone,RT @dog_rates: This is Lola. She fell asleep on a piece of pizza.  frighteningly relatable ,Lola,0,0,0,0,0,4441,1.0
383,English_springer,798644042770751489,1479264552,iPhone,RT @dog_rates: This is Paull. He just stubbed his toe.  deep breaths Paull ,Paull,0,0,0,0,0,2113,1.0
384,beagle,798628517273620480,1479260850,iPhone,RT @dog_rates: This a Norwegian Pewterschmidt named Tickles. Ears for days.  I care deeply for Tickles ,0,0,0,0,0,0,2238,1.2
385,papillon,798340744599797760,1479192240,iPhone,RT @dog_rates: This is Davey. He'll have your daughter home by 8. Just a stand up pup.  would introduce to mom ,Davey,0,0,0,0,0,3849,1.1
386,Pekinese,798209839306514432,1479161030,iPhone,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now.  ,Cooper,0,0,0,0,11424,2908,1.3
387,American_Staffordshire_terrier,797971864723324932,1479104292,iPhone,Here's a helicopter pupper. He takes off at random. H*ckin hard to control.  rare af ,0,0,0,1,0,12859,3590,1.2
388,Pembroke,797545162159308800,1479002558,iPhone,This is Cassie. She steals things. Guilt increases slightly each time.  would forgive almost immediately ,Cassie,0,0,0,0,16014,5536,1.2
389,collie,797236660651966464,1478929006,iPhone,This is Pancake. She loves Batman and winks like a h*ckin champ.  real crowd pleaser ,Pancake,0,0,0,0,22066,7572,1.2
390,Cardigan,796865951799083009,1478840622,iPhone,This is Tyr. He's just checking on you. Nifty af tongue slip.  would absolutely pet ,Tyr,0,0,0,0,8456,2162,1.2
391,American_Staffordshire_terrier,796759840936919040,1478815323,iPhone,Say hello to Romeo. He was just told that it's too cold for the pool. H*ckin nonsense.  would help fill up ,Romeo,0,0,0,0,13107,3504,1.1
392,cocker_spaniel,796484825502875648,1478749755,iPhone,Here's a sleepy doggo that requested some assistance.  would carry everywhere ,0,1,0,0,0,8371,2013,1.2
393,Pekinese,796387464403357696,1478726542,iPhone,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred.  would snug well ,Snicku,0,0,0,0,12172,4754,1.2
394,golden_retriever,796177847564038144,1478676565,iPhone,RT @dog_rates: This is Ruby. She just turned on the news. Officially terrified.  deep breaths Ruby ,Ruby,0,0,0,0,0,16348,1.1
395,golden_retriever,796149749086875649,1478669866,iPhone,This is Ruby. She just turned on the news. Officially terrified.  deep breaths Ruby ,Ruby,0,0,0,0,35738,16348,1.1
396,Cardigan,796116448414461957,1478661927,iPhone,I didn't believe it at first but now I can see that voter fraud is a serious h*ckin issue.  ,0,0,0,0,0,10025,2762,1.1
397,chow,796080075804475393,1478653255,iPhone,This is Yogi. He's 98% floof. Snuggable af.  ,Yogi,0,0,0,0,9330,2640,1.2
398,golden_retriever,796031486298386433,1478641670,iPhone,This is Daisy. She's here to make your day better.  mission h*ckin successful ,Daisy,0,0,0,0,11922,4223,1.3
399,golden_retriever,795464331001561088,1478506450,iPhone,Elder doggo does a splash. Both  incredible stuff ,0,1,0,0,0,55031,27231,1.3
400,golden_retriever,795400264262053889,1478491175,iPhone,This is Brody. He's trying to make the same face as the football.  ,Brody,0,0,0,0,11162,3265,1.2
401,schipperke,794983741416415232,1478388268,iPhone,RT @dog_rates: This is Rizzy. She smiles a lot.  contagious af ,Rizzy,0,0,0,0,0,3855,1.2
402,cocker_spaniel,794355576146903043,1478238502,iPhone,RT @dog_rates: This is Butter. She can have whatever she wants forever.  would hug softly ,Butter,0,0,0,0,0,11781,1.2
403,Samoyed,794332329137291264,1478232959,iPhone,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho.  so h*ckin floofy ,Nimbus,0,0,0,0,10560,3025,1.2
404,Labrador_retriever,793962221541933056,1478144719,iPhone,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho.  would pet firmly ,Maximus,0,0,0,0,18624,5592,1.2
405,Old_English_sheepdog,793845145112371200,1478116806,iPhone,This is Clark. He was just caught wearing pants.  game-changing af ,Clark,0,0,0,0,10165,2143,1.3
406,golden_retriever,793614319594401792,1478061773,iPhone,RT @dog_rates: When she says you're a good boy and you know you're a good boy because you're a good boy.  ,0,0,0,0,0,0,3589,1.3
407,miniature_pinscher,793601777308463104,1478058782,iPhone,This is Dobby. I can't stop looking at her feet.  would absolutely snug ,Dobby,0,0,0,0,8817,1869,1.2
408,golden_retriever,793500921481273345,1478034736,iPhone,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns.  ,Fiona,0,0,0,0,11804,2724,1.2
409,Afghan_hound,793286476301799424,1477983609,iPhone,This is Moreton. He's the Good Boy Who Lived.  magical as h*ck ,Moreton,0,0,0,0,27205,10496,1.3
410,Siberian_husky,793271401113350145,1477980014,iPhone,Meet Dave. It's his favorite day of the year. He gets to fulfill his dream of being a dinosaur.  inspirational af ,Dave,0,0,0,0,9546,2698,1.2
411,basset,793256262322548741,1477976405,iPhone,Oh h*ck look at this spookling right here. Fright level off the charts.  sufficiently spooked ,0,0,0,0,0,22067,9525,1.2
412,golden_retriever,793241302385262592,1477972838,iPhone,This is Tucker. He's out here bustin h*ckin ghosts.  dedicated af ,Tucker,0,0,0,0,11633,3741,1.3
413,wire-haired_fox_terrier,793226087023144960,1477969211,iPhone,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think.  ",Juno,0,0,0,0,10867,3275,1.1
414,Labrador_retriever,793195938047070209,1477962023,iPhone,Say hello to Lily. She's pupset that her costume doesn't fit as well as last year.  poor puppo ,Lily,0,0,0,1,16856,6414,1.2
415,Lakeland_terrier,793180763617361921,1477958405,iPhone,This is Newt. He's a strawberry.  ,Newt,0,0,0,0,7635,2264,1.1
416,golden_retriever,793165685325201412,1477954810,iPhone,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well.  would happily get dunked on ,Benji,0,0,0,0,10375,3184,1.2
417,Italian_greyhound,793150605191548928,1477951214,iPhone,This is Nida. She's a free elf. Waited so long for this day.  ,Nida,0,0,0,0,6811,1956,1.1
418,Labrador_retriever,793120401413079041,1477944013,iPhone,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still  great effort ",Robin,0,0,0,0,14011,4473,1.1
419,Yorkshire_terrier,792773781206999040,1477861373,iPhone,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster.  would snug ,Monster,0,0,0,0,8106,1923,1.2
420,cocker_spaniel,792394556390137856,1477770958,iPhone,Meet BeBe. She rocks the messy bun of your dreams. H*ckin flawless.  would watch her tutorial ,BeBe,0,0,0,0,14931,4904,1.2
421,komondor,792050063153438720,1477688825,iPhone,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog.  ,Remus,0,0,0,0,7934,2051,1.1
422,golden_retriever,791672322847637504,1477598764,iPhone,When she says you're a good boy and you know you're a good boy because you're a good boy.  ,0,0,0,0,0,12975,3589,1.3
423,Pembroke,791406955684368384,1477535496,iPhone,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen.  would give all the pets ,Levi,0,0,0,0,14502,4697,1.2
424,miniature_pinscher,791312159183634433,1477512895,iPhone,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe.  would keep in frocket ,Mabel,0,0,0,0,9711,2905,1.2
425,malamute,791026214425268224,1477444720,iPhone,RT @dog_rates: This is Alfie. He's touching a butt. Couldn't be happier.  ,Alfie,0,0,0,0,0,4725,1.1
426,cocker_spaniel,790987426131050500,1477435472,iPhone,This is Misty. She has a cowboy hat on her nose.  ,Misty,0,0,0,0,10933,2436,1.2
427,Bernese_mountain_dog,790698755171364864,1477366648,iPhone,This is Mosby. He appears to be rather h*ckin snuggable af.  keep it up Mosby ,Mosby,0,0,0,0,9063,2170,1.2
428,Pembroke,790337589677002753,1477280539,iPhone,Meet Maggie. She can hear your cells divide.  can also probably fly ,Maggie,0,0,0,0,8642,2134,1.2
429,Labrador_retriever,790277117346975746,1477266122,iPhone,This is Bruce. He never backs down from a challenge.  you got this Bruce ,Bruce,0,0,0,0,13866,3674,1.1
430,chow,789628658055020548,1477111517,iPhone,This is Eli. He can fly.  magical af ,Eli,0,0,0,0,8332,2036,1.3
431,Chesapeake_Bay_retriever,789599242079838210,1477104504,iPhone,This is Brownie. She's wearing a Halloween themed onesie.  festive af ,Brownie,0,0,0,0,7513,2224,1.2
432,schipperke,789530877013393408,1477088204,iPhone,This is Rizzy. She smiles a lot.  contagious af ,Rizzy,0,0,0,0,12992,3855,1.2
433,malamute,789268448748703744,1477025636,iPhone,This is Stella. She's happier than I will ever be.  would trade lives with ,Stella,0,0,0,0,10068,2958,1.0
434,Chihuahua,789137962068021249,1476994526,iPhone,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt.  would pay to pet ,Bo,0,0,0,0,10720,3187,1.2
435,cocker_spaniel,788765914992902144,1476905823,iPhone,This is Butter. She can have whatever she wants forever.  would hug softly ,Butter,0,0,0,0,30308,11781,1.2
436,golden_retriever,788412144018661376,1476821477,iPhone,This is Dexter. He breaks hearts for a living.  h*ckin handsome af ,Dexter,0,0,0,0,17233,6066,1.1
437,Samoyed,788178268662984705,1476765717,iPhone,Atlas is back and this time he's got doggles. Still  solarly conscious af ,0,0,0,0,0,7991,2437,1.3
438,chow,788150585577050112,1476759117,iPhone,This is Leo. He's a golden chow. Rather h*ckin rare.  would give extra pats ,Leo,0,0,0,0,6796,1486,1.3
439,golden_retriever,788070120937619456,1476739933,iPhone,RT @dog_rates: This is Bo and Ty. Bo eats paper and Ty felt left out.  for both ,Bo,0,0,0,0,0,3893,1.1
440,pug,787810552592695296,1476678047,iPhone,This is Frank. He wears sunglasses and walks himself.  I'll never be this cool or independent ,Frank,0,0,0,0,9594,3485,1.1
441,German_shepherd,787717603741622272,1476655886,iPhone,This is Tonks. She is a service puppo. Can hear a caterpillar hiccup from 7 miles away.  would follow anywhere ,Tonks,0,0,0,1,11277,3178,1.3
442,Chihuahua,787397959788929025,1476579677,iPhone,This is Moose. He's rather h*ckin dangerous (you can tell by the collar).  would still attempt to snug ,Moose,0,0,0,0,11958,3229,1.1
443,golden_retriever,786963064373534720,1476475990,iPhone,This is Rory. He's got an interview in a few minutes. Looking spiffy af. Nervous as h*ck tho.  would hire ,Rory,0,0,0,0,29323,9157,1.2
444,Pomeranian,786709082849828864,1476415436,iPhone,"This is Logan, the Chow who lived. He solemnly swears he's up to lots of good. H*ckin magical af  ",Logan,0,0,0,0,20044,6934,0.975
445,Leonberg,786664955043049472,1476404915,iPhone,"""Honestly Kathleen I just want more Ken Bone""  ",0,0,0,0,0,11784,2939,1.2
446,Pembroke,786595970293370880,1476388468,iPhone,This is Dale. He's a real spookster. Did me quite the frighten.  not too spooky to pet tho ,Dale,0,0,0,0,10368,3535,1.1
447,golden_retriever,786363235746385920,1476332979,iPhone,This is Rizzo. He has many talents. A true renaissance doggo.  entertaining af ,Rizzo,1,0,0,0,12029,3999,1.3
448,Labrador_retriever,786233965241827333,1476302159,iPhone,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still  would pet with caution ,Mattie,0,0,0,0,16934,5460,1.1
449,golden_retriever,786036967502913536,1476255191,iPhone,RT @dog_rates: This is Scout. He really wants to kiss himself. H*ckin inappropriate.  narcissistic af ,Scout,0,0,0,0,0,8054,1.1
450,Great_Pyrenees,785872687017132033,1476216024,iPhone,Meet Rusty. He appears to be rather h*ckin fluffy. Also downright adorable af.  would rub my face against his ,Rusty,0,0,0,0,7372,2083,1.2
451,miniature_pinscher,785533386513321988,1476135128,iPhone,This is Dallas. Her tongue is ridiculous.  h*ckin proud af ,Dallas,0,0,0,0,10052,2297,1.1
452,chow,784826020293709826,1475966479,iPhone,This is Rusty. He's going D1 for sure. Insane vertical.  would draft ,Rusty,0,0,0,0,11182,3662,1.3
453,malamute,784517518371221505,1475892926,iPhone,This is Frankie. He has yet to learn how to control his tongue.  maybe one day ,Frankie,0,0,0,0,9898,2892,1.1
454,miniature_poodle,784431430411685888,1475872401,iPhone,This is Stormy. He's curly af. Already pupared for Coachella next year.  ,Stormy,0,0,0,0,6255,1457,1.2
455,Lakeland_terrier,783821107061198850,1475726889,iPhone,This is Mairi. She has mastered the art of camouflage.  h*ckin sneaky af ,Mairi,0,0,0,0,8114,2234,1.2
456,chow,783695101801398276,1475696847,iPhone,This is Loomis. He's the leader of the Kenneth search party. The passion is almost overwhelming.  one day he will be free ,Loomis,0,0,0,0,11501,3663,1.2
457,Chihuahua,783466772167098368,1475642409,iPhone,This is Finn. He likes eavesdropping from filing cabinets. It's a real issue but no one has approached him about it.  would still pet ,Finn,0,0,0,0,9347,2563,1.1
458,Norwegian_elkhound,783391753726550016,1475624523,iPhone,Meet Godi. He's an avid beachgoer and part time rainbow summoner. Eyeliner flawless af.  would snug well ,Godi,0,0,0,0,18644,6297,1.3
